@relation pendigits-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0-V

@attribute input1 numeric
@attribute input2 numeric
@attribute input3 numeric
@attribute input4 numeric
@attribute input5 numeric
@attribute input6 numeric
@attribute input7 numeric
@attribute input8 numeric
@attribute input9 numeric
@attribute input10 numeric
@attribute input11 numeric
@attribute input12 numeric
@attribute input13 numeric
@attribute input14 numeric
@attribute input15 numeric
@attribute input16 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
100,100,70,86,30,60,0,29,11,0,70,9,76,32,16,35,6
0,78,34,96,87,100,100,82,59,63,67,39,55,15,11,0,3
46,78,26,54,84,100,0,75,24,42,29,0,100,44,20,39,8
43,93,30,62,45,25,0,0,6,30,53,61,100,91,53,100,8
29,83,45,100,88,78,41,53,86,44,100,12,36,0,0,24,3
77,100,37,78,0,53,48,37,100,40,92,60,87,28,97,0,4
0,88,31,100,65,90,62,68,45,48,38,26,62,9,100,0,2
31,100,33,69,91,89,0,93,84,84,93,57,100,16,4,0,9
31,100,20,90,16,57,75,52,100,79,68,63,33,31,0,0,4
27,100,19,89,0,65,43,53,100,55,78,44,46,24,30,0,4
4,64,32,98,38,100,40,62,40,23,0,0,32,4,100,4,1
3,79,36,59,88,39,66,0,15,14,0,55,27,89,100,100,5
100,100,60,89,26,65,3,36,0,4,43,0,51,26,12,31,6
32,85,67,55,95,10,4,0,12,40,95,71,100,100,0,87,8
26,93,61,100,69,74,79,55,100,32,81,8,41,0,0,4,3
72,88,13,100,0,67,28,30,22,0,3,34,51,62,100,90,8
23,75,53,100,75,78,44,50,0,32,2,18,50,8,100,0,2
94,79,40,100,13,65,59,30,67,0,0,17,45,52,100,83,8
52,77,22,60,62,30,38,0,0,16,8,70,52,86,100,100,5
56,92,100,100,87,99,44,87,28,54,68,36,45,6,0,0,5
69,100,44,77,5,50,0,28,67,23,100,44,95,29,89,0,4
77,94,31,100,52,86,92,96,94,62,100,28,71,0,0,0,9
21,100,15,75,0,45,58,42,92,50,88,61,89,30,100,0,4
32,58,26,89,73,100,80,56,42,21,0,0,50,5,100,4,2
38,100,1,70,0,27,40,0,88,17,100,59,66,90,17,76,0
38,100,18,81,0,52,36,38,95,42,100,60,83,31,85,0,4
38,100,14,74,0,46,39,35,93,35,100,53,86,27,70,0,4
16,84,56,100,72,65,46,29,8,0,0,16,50,17,100,5,2
32,89,19,53,73,37,53,0,0,17,7,65,39,100,100,98,5
100,100,43,84,12,58,0,31,17,5,91,0,98,15,21,11,6
45,100,4,74,0,39,19,6,69,0,100,29,100,64,79,98,0
19,78,40,100,54,75,31,45,0,19,26,9,62,0,100,13,2
51,69,74,37,100,0,52,4,41,41,73,75,60,100,0,83,8
4,80,3,52,47,54,55,0,10,2,0,80,43,100,100,95,5
29,100,49,61,97,83,41,95,73,51,100,39,60,0,0,18,9
100,100,51,81,18,54,0,24,29,0,89,11,84,36,23,28,6
0,97,54,100,84,70,76,35,59,0,35,15,33,39,100,41,7
0,88,40,100,59,69,36,36,0,11,9,13,57,15,100,0,2
32,95,89,100,100,80,64,41,47,1,31,0,0,36,91,37,7
31,100,12,87,0,55,22,26,72,31,100,60,74,31,60,0,4
47,87,89,100,91,75,67,56,100,39,80,11,37,0,0,18,3
0,97,10,100,55,93,100,89,72,67,46,45,37,18,41,0,7
0,43,33,61,69,79,100,100,93,79,83,53,78,26,74,0,1
0,100,85,97,100,69,65,38,28,7,13,0,13,34,92,41,7
11,98,0,55,52,36,45,0,17,22,11,72,42,100,100,99,5
97,74,79,100,37,74,59,35,35,0,0,19,41,52,100,71,8
100,100,60,91,31,69,12,44,4,17,34,0,46,20,0,21,6
24,80,0,45,16,0,79,13,100,58,75,100,16,74,12,28,0
47,100,20,69,0,38,53,39,100,49,59,73,53,40,53,0,4
40,94,0,65,51,39,51,0,11,15,5,63,35,93,100,100,5
43,94,15,66,52,38,20,0,5,35,0,83,42,100,100,98,5
18,100,80,95,90,61,52,26,26,0,100,16,79,32,0,36,7
39,95,9,72,63,48,57,9,0,0,19,47,38,92,100,100,5
0,80,58,100,100,81,62,44,26,5,30,0,8,35,75,34,7
100,78,52,100,17,76,86,39,72,0,0,25,60,64,84,92,8
56,66,100,94,44,100,35,64,63,29,37,0,0,22,42,54,8
73,83,18,100,0,67,72,34,100,0,6,16,37,54,70,88,8
80,86,46,100,0,78,42,57,100,75,98,62,88,29,75,0,9
0,89,36,100,56,72,38,40,8,13,1,0,51,1,100,0,2
63,100,6,82,83,55,100,20,24,0,0,34,22,70,13,95,8
50,92,100,100,51,96,22,60,43,42,86,31,49,0,0,0,5
53,60,85,83,48,100,0,79,46,70,100,57,81,28,54,0,9
27,72,42,100,87,96,69,58,35,28,0,7,50,5,100,0,2
89,93,31,100,40,50,53,0,0,0,46,41,100,79,36,85,8
46,100,20,73,0,43,46,30,100,45,93,58,63,30,52,0,4
13,54,44,89,54,100,52,53,45,7,0,0,49,0,100,5,1
62,91,17,92,0,42,30,0,82,6,100,56,70,100,22,95,0
63,96,3,100,26,61,54,21,9,0,0,28,50,56,100,84,8
38,99,0,55,5,1,70,0,100,49,78,100,23,84,13,30,0
65,82,93,100,93,71,69,44,36,20,0,0,48,12,100,16,2
77,100,41,71,0,40,7,18,75,30,100,52,70,37,57,0,4
5,84,40,100,79,82,26,62,56,46,100,22,65,0,0,8,3
0,44,30,61,67,80,100,100,96,80,83,53,68,26,62,0,1
100,60,82,100,22,89,33,44,47,0,0,1,26,42,93,62,8
21,80,8,35,35,0,77,7,100,45,77,88,37,100,0,76,0
0,95,57,100,100,74,73,35,32,0,5,25,34,46,100,47,7
22,55,10,60,0,18,46,0,89,28,100,70,68,100,29,69,0
32,63,52,100,86,69,70,24,24,0,0,4,53,2,100,1,2
21,100,1,76,0,47,65,41,100,58,83,61,75,30,75,0,4
69,45,100,75,66,100,9,82,0,48,65,53,98,38,87,0,9
15,70,20,32,54,0,96,24,100,66,68,100,16,92,0,52,0
0,69,27,95,66,100,76,66,61,31,37,1,58,0,100,6,2
41,84,73,100,100,82,62,60,97,38,91,8,42,0,0,19,3
2,86,4,37,31,0,74,10,100,49,80,90,35,100,0,72,0
19,93,66,100,78,78,41,58,63,41,100,23,53,9,0,0,3
0,98,5,73,70,39,100,0,43,9,53,50,84,90,26,100,8
52,100,18,76,0,46,9,17,61,19,100,38,54,22,18,0,6
16,76,48,100,72,77,42,46,0,23,2,14,53,0,100,13,2
2,95,64,100,100,78,87,50,51,25,0,6,20,0,89,3,2
100,100,70,89,55,74,39,60,21,45,9,30,0,15,0,0,1
15,77,75,100,100,100,91,58,91,16,49,0,0,6,78,4,1
54,84,100,100,80,88,29,72,59,49,94,23,51,0,0,1,5
11,91,57,100,100,93,66,62,33,29,5,0,0,35,60,37,7
18,76,37,100,77,79,61,39,22,10,0,24,53,19,100,0,2
52,100,21,75,5,49,0,22,34,1,100,0,95,22,35,16,6
59,85,84,100,82,79,60,56,100,48,74,28,37,14,0,0,3
60,100,18,97,0,49,23,3,75,0,100,45,82,91,32,89,0
0,77,28,100,60,85,62,51,42,21,26,2,68,0,100,0,2
35,72,26,94,91,100,82,67,64,51,100,26,53,0,0,3,3
0,94,60,100,98,75,93,40,76,6,48,0,34,23,100,24,7
30,78,41,100,100,83,59,62,40,56,85,30,62,0,0,9,3
0,60,34,83,57,100,51,64,48,29,13,0,20,2,100,4,1
100,100,62,90,31,61,12,28,33,0,78,13,44,27,0,10,6
6,74,37,58,100,45,91,2,26,0,0,46,20,85,85,100,5
55,50,100,74,76,100,7,90,0,64,72,55,97,32,83,0,9
44,73,77,100,100,68,78,28,68,0,100,33,56,51,0,53,8
5,84,38,100,53,73,32,42,0,19,29,32,69,23,100,0,2
64,93,0,72,81,70,75,100,8,75,100,83,83,41,44,0,9
0,52,44,69,79,91,100,100,88,74,72,49,57,23,51,0,1
77,100,8,92,44,73,92,97,100,65,100,30,68,0,0,2,9
42,100,26,84,0,51,47,39,99,62,100,65,68,34,53,0,4
0,71,29,100,70,88,65,38,28,10,11,16,56,11,100,0,2
0,93,41,100,61,77,34,52,0,30,4,10,51,3,100,0,2
59,79,92,70,76,100,66,82,100,59,82,19,44,0,0,1,9
100,97,69,100,34,69,13,33,31,0,90,4,55,24,0,10,6
0,100,45,92,100,78,67,39,31,1,10,0,27,28,93,34,7
22,67,56,87,100,100,72,80,44,60,17,40,0,19,22,0,1
0,23,63,46,100,87,50,100,34,57,86,23,57,0,9,22,8
0,99,57,100,97,80,77,40,48,3,28,0,42,28,100,27,7
72,100,22,84,0,54,5,21,50,0,100,15,75,42,21,34,6
60,63,100,84,55,100,0,78,40,68,98,60,73,28,32,0,9
0,80,47,100,100,99,82,60,50,25,23,0,33,36,89,44,7
100,96,71,100,42,79,49,56,91,51,82,16,42,0,0,1,5
0,91,36,100,62,83,57,60,70,39,100,22,78,4,39,0,3
23,71,52,100,40,91,40,57,40,24,0,0,29,4,100,4,1
0,75,23,96,68,100,100,86,72,62,77,33,50,12,10,0,3
0,100,7,77,10,45,66,34,100,57,96,63,79,31,75,0,4
0,88,39,100,77,83,77,42,72,0,42,11,54,27,100,26,7
76,81,0,82,57,42,91,0,19,17,78,57,100,100,20,84,8
0,95,33,100,50,69,50,32,40,0,28,36,60,45,100,46,7
6,99,77,100,88,68,62,35,52,0,0,22,26,31,100,25,7
11,100,0,78,0,56,39,40,100,50,91,43,75,22,80,0,4
36,100,7,89,0,53,67,41,100,57,82,74,51,38,31,0,4
34,100,9,76,0,50,51,35,100,52,89,51,86,24,85,0,4
28,100,22,73,0,41,16,22,78,25,98,50,93,24,100,0,4
12,60,24,100,58,90,37,47,0,14,1,0,51,0,100,15,2
16,87,45,100,93,94,64,71,85,49,100,25,53,10,0,0,3
16,72,40,100,94,95,84,64,47,37,0,14,31,1,100,0,2
25,75,37,98,92,100,100,75,68,51,97,27,51,9,0,0,3
32,95,1,65,0,25,35,0,79,13,100,49,81,85,37,100,0
0,93,51,100,100,89,99,59,80,28,54,0,26,27,51,45,7
72,85,40,100,61,68,100,90,85,87,88,54,63,16,0,0,9
56,100,30,57,0,34,56,40,100,49,88,86,62,43,40,0,4
100,99,68,100,32,67,8,31,24,0,69,21,34,46,0,22,6
27,84,58,100,76,68,57,34,16,13,0,9,50,5,100,0,2
17,74,20,40,39,0,84,5,100,46,83,86,35,100,0,71,0
0,41,47,58,92,84,100,100,84,71,71,42,66,13,74,0,1
0,40,29,57,65,78,100,100,93,80,74,53,55,26,38,0,1
80,100,33,88,73,91,82,78,97,52,100,26,57,8,0,0,9
18,87,0,92,50,96,100,100,71,78,47,54,33,27,35,0,7
100,100,59,81,25,53,6,22,38,0,88,17,42,24,0,9,6
0,68,31,77,81,100,94,96,88,71,81,48,81,24,100,0,1
48,96,67,100,68,57,40,23,0,15,19,30,59,12,100,0,2
75,100,25,84,55,49,63,14,0,0,3,21,58,46,100,77,8
34,100,0,76,0,35,32,1,85,0,100,38,85,77,36,84,0
0,96,58,100,76,75,51,38,34,0,0,8,34,26,100,28,7
0,53,29,81,49,100,44,66,40,31,25,0,54,5,100,6,1
78,100,34,79,9,52,0,24,29,0,100,7,76,23,13,9,6
0,100,49,99,83,73,79,36,67,0,51,16,47,38,100,38,7
53,81,86,100,98,69,83,37,52,9,0,3,47,0,100,2,2
0,100,59,100,81,88,60,45,52,0,31,7,24,32,100,33,7
31,82,72,100,100,87,65,64,69,40,91,14,47,0,0,5,3
24,100,0,81,3,55,65,52,100,72,66,52,34,27,24,0,4
0,0,44,16,80,41,100,70,86,100,38,95,33,68,83,59,9
20,63,42,100,36,88,30,46,23,4,0,2,50,0,100,4,1
0,31,35,50,69,75,100,100,91,79,69,52,49,26,34,0,1
0,100,67,100,100,80,70,43,42,4,12,0,23,30,92,35,7
57,76,47,100,89,95,62,64,71,49,100,23,57,1,0,0,3
15,95,69,100,75,66,51,33,22,0,0,9,30,29,100,33,7
0,90,46,100,100,98,87,76,56,56,74,34,56,12,8,0,3
54,92,5,69,51,52,50,3,0,0,12,43,45,86,100,100,5
0,98,38,100,61,62,61,16,39,0,18,37,58,41,100,37,7
39,91,81,100,70,59,25,81,82,85,100,37,57,0,0,24,9
0,77,18,100,23,90,25,57,26,25,2,0,13,4,100,8,1
30,100,19,80,0,53,11,32,74,40,100,56,89,28,85,0,4
81,100,50,79,23,52,17,22,70,15,100,31,44,19,0,0,6
17,100,0,71,5,43,78,40,100,55,91,59,87,29,78,0,4
100,99,65,100,33,77,11,51,0,22,21,0,52,19,11,20,6
35,78,48,100,76,78,57,41,24,11,0,8,50,7,100,0,2
41,100,58,60,70,19,1,0,0,35,60,65,100,95,25,84,8
41,97,12,58,65,58,62,14,0,0,4,54,24,97,100,100,5
32,100,0,80,6,56,100,56,57,88,47,84,55,38,60,0,4
86,100,43,83,71,66,100,87,83,67,76,40,48,17,0,0,9
26,95,0,58,9,16,58,0,99,25,100,68,65,100,20,87,0
54,77,30,37,0,0,13,25,55,54,100,80,89,100,37,86,8
0,65,21,91,86,100,90,80,56,54,100,30,67,7,0,0,3
0,80,22,100,24,66,7,34,0,14,34,9,69,4,100,0,2
0,84,31,100,81,98,73,74,87,51,100,29,67,10,17,0,3
58,88,96,100,100,82,81,57,88,30,85,7,42,0,0,5,3
81,100,22,84,0,41,18,0,82,18,100,60,61,96,13,69,0
98,100,51,77,21,49,7,18,49,0,100,16,42,23,0,1,6
0,100,13,84,13,52,18,22,60,23,93,39,88,30,100,0,4
94,97,56,96,0,100,5,67,58,53,100,27,63,0,11,1,5
87,100,56,95,71,86,87,81,94,50,100,19,53,6,0,0,9
72,65,53,100,0,88,39,64,75,83,100,42,84,4,27,0,9
0,60,39,49,100,78,57,100,10,68,88,58,80,20,11,0,9
37,90,5,60,12,15,60,0,98,32,100,76,55,100,0,90,0
77,72,51,100,0,77,61,42,94,0,22,2,33,45,100,76,8
100,100,55,98,26,81,40,67,78,55,74,25,43,1,0,0,5
36,81,36,70,80,36,52,0,0,22,29,63,35,94,100,100,5
2,100,51,92,58,61,51,29,29,0,0,10,38,27,100,29,7
35,97,68,100,100,69,75,34,44,0,91,15,75,34,0,33,7
86,95,39,100,51,75,69,85,84,51,100,17,59,0,0,9,9
8,58,56,77,100,100,88,95,60,72,36,48,12,24,0,0,1
0,87,56,98,100,100,84,80,67,60,56,40,51,20,44,0,1
0,86,51,100,81,83,47,58,80,45,100,20,58,0,1,1,3
34,69,54,100,62,68,36,34,0,8,6,10,52,3,100,0,2
45,74,23,68,92,35,77,0,45,28,100,64,95,100,0,80,8
0,98,54,100,70,84,67,65,80,45,100,27,94,9,44,0,3
97,82,59,100,18,69,0,22,42,0,93,15,100,60,57,89,0
100,100,58,88,22,62,0,33,0,1,49,0,70,28,26,42,6
31,100,0,74,52,36,48,0,0,18,52,56,100,94,19,94,8
6,74,0,32,38,0,90,14,100,64,67,100,18,78,16,34,0
0,59,33,67,67,92,88,100,71,75,67,50,67,23,100,0,1
0,100,50,93,100,93,91,64,74,31,54,0,18,23,66,29,7
100,100,44,94,8,59,0,17,51,0,92,27,48,50,7,21,6
0,79,35,100,74,91,52,58,19,30,13,4,58,0,100,3,2
26,100,11,78,0,51,16,28,59,36,100,51,85,26,69,0,4
19,86,9,55,13,16,60,0,96,33,100,72,57,100,0,82,0
98,85,30,100,0,68,77,64,84,78,100,39,94,0,15,1,9
28,90,58,100,97,80,69,52,86,36,100,9,51,0,0,5,3
100,100,74,96,45,68,28,35,32,0,63,12,38,37,0,31,6
34,89,3,70,1,25,49,0,100,23,100,67,56,99,0,100,0
5,62,21,83,46,100,43,57,43,14,0,9,50,0,100,0,1
100,100,62,89,23,61,0,29,20,0,91,7,84,33,11,31,6
36,86,30,70,78,35,55,0,0,21,62,53,100,89,9,100,8
27,96,0,65,4,24,53,0,94,29,100,71,62,100,9,83,0
23,97,0,52,11,4,61,0,100,36,99,84,50,100,5,77,0
84,88,7,100,11,65,66,31,33,0,0,32,61,65,100,88,8
79,100,31,77,0,51,68,43,100,68,76,53,41,27,14,0,4
25,46,100,31,80,0,0,9,38,45,89,78,54,100,20,68,8
100,71,46,71,18,92,66,100,91,74,75,45,44,19,0,0,9
18,88,47,100,47,71,21,47,0,21,22,1,61,0,100,3,2
90,62,52,42,30,69,68,100,100,73,86,33,52,0,0,4,9
32,90,74,100,82,58,50,23,3,4,0,18,52,17,100,0,2
45,85,75,100,70,63,43,29,5,4,0,1,50,0,100,0,2
55,95,0,100,26,67,64,33,50,0,16,29,47,63,100,90,8
0,88,55,100,100,87,65,48,39,4,19,0,22,35,87,42,7
47,85,67,100,82,78,61,51,100,38,90,12,45,0,0,7,3
14,66,23,100,41,74,24,34,0,0,22,15,61,9,100,3,2
49,94,76,73,82,100,30,77,100,81,100,42,75,2,0,0,9
0,94,9,35,42,7,78,0,100,41,73,85,37,100,8,70,0
11,17,54,54,99,92,42,100,31,64,100,35,75,0,0,13,8
0,62,34,93,81,100,85,61,53,28,11,17,56,19,100,0,2
53,81,99,100,97,65,61,32,22,0,0,20,36,39,100,48,7
0,66,9,89,55,100,100,92,79,68,50,46,30,22,47,0,7
0,100,63,98,67,66,57,32,39,0,13,19,35,36,100,36,7
42,95,2,63,40,42,18,0,0,23,5,71,40,97,100,100,5
5,100,31,93,0,63,52,50,100,72,62,61,31,31,1,0,4
54,71,71,100,92,77,70,40,37,10,0,0,50,7,100,9,2
12,54,21,11,62,0,99,23,100,68,71,100,27,100,0,67,0
22,72,34,100,62,73,38,35,0,8,5,0,53,3,100,8,2
33,100,15,85,0,40,13,0,46,3,76,25,100,61,84,95,0
0,94,50,100,68,71,59,35,45,0,18,27,47,40,100,39,7
0,69,56,84,100,100,97,80,84,59,62,39,38,19,34,0,1
100,100,59,80,31,55,16,26,31,0,82,5,47,18,0,4,6
0,100,52,99,100,92,74,57,58,19,49,0,37,39,87,45,7
34,82,0,40,30,0,83,10,100,60,65,100,15,80,7,28,0
77,95,33,100,0,64,0,20,50,0,100,21,57,35,19,3,6
64,74,73,52,100,13,35,0,47,37,95,72,56,100,0,76,8
0,75,21,55,42,22,18,0,4,35,4,72,42,96,100,100,5
46,100,7,83,0,51,66,52,100,82,76,63,47,32,22,0,4
63,100,36,65,0,30,84,36,100,63,81,79,79,39,75,0,4
91,70,83,100,15,98,40,70,100,72,100,37,70,7,0,0,9
36,79,20,100,67,81,53,43,0,20,8,25,59,0,100,17,2
38,100,43,85,0,60,28,51,100,61,98,54,73,25,46,0,4
49,74,56,100,76,75,50,37,14,6,0,8,50,9,100,0,2
15,90,59,100,71,74,50,55,99,42,100,13,53,0,0,10,3
100,52,40,48,0,71,26,100,78,91,88,57,73,22,33,0,9
0,88,47,100,79,76,85,40,83,4,65,0,48,28,100,34,7
6,77,23,50,31,0,4,13,0,65,22,96,60,100,100,100,5
51,80,71,100,100,86,79,64,53,44,62,19,41,0,0,1,3
89,81,49,100,0,84,39,68,100,75,94,54,84,24,51,0,9
8,81,53,100,100,94,64,66,77,54,99,30,54,8,0,0,3
41,100,5,70,0,21,39,0,83,22,100,66,57,89,11,75,0
0,100,38,98,48,59,38,19,24,0,18,39,58,45,100,46,7
60,84,94,100,100,75,72,51,39,30,0,12,46,7,94,0,2
14,73,52,100,66,98,50,55,35,12,0,7,50,3,100,0,1
1,69,26,100,59,85,37,46,2,14,0,16,55,0,100,17,2
0,71,46,84,100,100,92,83,70,62,46,41,22,21,11,0,1
4,89,0,73,23,99,87,100,100,88,79,59,59,29,44,0,7
0,81,39,97,96,100,91,78,95,52,100,25,54,9,0,0,3
23,66,31,100,61,84,48,46,20,13,0,0,50,2,100,2,2
100,100,54,92,19,77,12,53,58,56,73,27,43,1,0,0,5
99,83,58,100,27,67,78,65,100,84,86,41,55,4,0,0,9
99,88,48,100,32,70,85,86,88,68,100,27,60,0,0,4,9
100,100,65,85,33,64,10,39,0,11,35,0,54,22,10,24,6
29,74,9,33,39,0,85,11,100,54,74,94,29,100,0,66,0
74,87,31,100,0,69,62,64,100,79,100,38,84,0,18,1,9
58,83,85,100,93,77,50,57,94,40,100,11,50,0,0,11,3
0,74,27,100,54,77,37,42,5,14,2,17,51,9,100,0,2
0,79,6,64,41,51,84,21,23,0,16,51,25,100,100,94,5
0,98,58,100,55,67,55,32,69,0,33,16,42,36,100,46,7
100,100,90,96,45,71,14,43,16,12,78,0,72,16,0,18,6
0,27,16,50,49,74,82,98,100,100,78,67,56,35,44,0,1
60,56,56,100,0,79,46,38,100,0,45,1,39,48,91,86,8
49,100,5,87,15,59,92,53,100,84,69,57,35,28,0,0,4
67,100,39,82,0,53,63,55,100,66,67,77,53,39,40,0,4
0,89,61,100,100,85,47,65,44,47,98,29,71,4,6,0,3
30,74,60,100,77,74,54,43,19,16,0,12,52,9,100,0,2
