@relation pendigits-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P40.0-V

@attribute input1 numeric
@attribute input2 numeric
@attribute input3 numeric
@attribute input4 numeric
@attribute input5 numeric
@attribute input6 numeric
@attribute input7 numeric
@attribute input8 numeric
@attribute input9 numeric
@attribute input10 numeric
@attribute input11 numeric
@attribute input12 numeric
@attribute input13 numeric
@attribute input14 numeric
@attribute input15 numeric
@attribute input16 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
38,75,62,100,56,76,28,50,0,24,4,0,52,1,100,6,2
13,94,0,51,55,45,34,0,0,16,0,71,39,98,100,100,5
65,64,86,80,75,100,0,79,18,54,100,68,78,41,49,0,9
68,100,41,94,13,61,0,27,32,0,100,20,60,32,9,7,6
100,100,82,91,64,75,50,59,27,43,14,27,0,11,0,0,1
11,94,0,48,23,6,72,0,100,36,84,80,39,100,5,69,0
0,92,36,100,56,70,41,30,27,0,4,37,51,43,100,43,7
40,100,6,66,0,11,41,0,81,19,100,65,60,87,19,77,0
40,82,10,76,59,42,66,0,0,7,0,46,32,86,100,100,5
0,84,34,100,63,75,51,39,15,16,14,27,58,14,100,0,2
8,96,0,50,12,6,58,0,96,28,100,71,59,95,11,100,0
0,53,36,77,82,99,100,100,73,75,39,50,9,25,3,0,1
7,69,0,25,36,0,74,10,100,49,85,95,45,100,17,67,0
55,100,20,75,0,48,0,19,41,0,100,8,78,30,27,25,6
100,93,79,92,24,100,0,67,42,44,92,28,67,0,25,2,5
49,84,55,100,100,98,72,72,48,50,81,31,49,8,0,0,3
54,82,26,63,100,76,28,100,61,50,0,36,49,0,55,54,8
45,100,19,72,0,41,47,31,100,32,82,63,78,33,80,0,4
10,84,64,100,98,70,71,34,36,0,0,30,30,55,100,49,7
100,100,52,87,17,60,0,29,17,0,71,4,58,29,0,30,6
42,100,34,75,0,48,3,42,58,38,100,53,85,33,71,0,4
93,100,53,92,60,49,56,8,0,0,11,35,62,57,100,84,8
23,66,82,89,100,100,85,63,79,25,45,0,0,2,77,4,1
32,100,6,77,0,33,30,0,81,6,100,44,76,82,26,88,0
0,66,12,98,45,100,70,79,45,49,35,15,66,0,100,1,2
30,74,55,100,89,87,66,56,100,38,92,8,41,0,0,20,3
15,67,0,24,32,0,76,24,100,62,86,100,37,90,3,57,0
100,86,79,89,15,100,8,60,71,53,99,19,43,0,0,13,5
19,71,30,100,78,89,50,65,81,46,100,17,56,0,0,3,3
76,100,28,96,0,66,2,32,45,9,100,17,53,26,19,0,6
22,73,0,49,15,0,74,10,100,56,68,100,14,87,1,36,0
0,72,59,43,90,7,27,0,20,37,67,70,100,100,22,86,8
48,97,7,76,22,35,0,0,5,31,49,65,100,95,52,100,8
100,100,58,78,25,53,8,24,31,0,82,13,45,31,0,14,6
4,97,0,51,18,8,68,0,100,36,91,81,44,100,11,68,0
40,100,0,86,7,63,100,63,68,90,46,80,52,39,40,0,4
96,66,64,100,0,88,31,54,86,72,100,42,87,0,19,3,9
67,100,67,85,100,71,67,57,33,42,0,28,0,14,0,0,1
0,89,47,100,89,87,74,61,45,37,15,14,43,0,100,1,2
60,100,28,88,7,59,0,28,33,2,100,0,87,15,22,4,6
67,100,25,89,0,51,4,8,49,0,88,26,100,68,67,97,0
72,63,21,54,0,80,46,100,95,84,100,50,78,18,34,0,9
63,85,26,59,64,42,53,0,0,1,22,44,46,87,100,100,5
32,86,72,100,74,71,44,44,3,22,0,18,54,18,100,0,2
34,93,92,100,53,92,0,73,49,61,100,40,86,10,26,0,5
100,65,72,100,0,85,20,52,79,78,99,48,83,5,14,0,9
100,100,54,83,20,55,0,24,34,0,92,12,79,38,16,46,6
0,92,49,100,100,95,93,70,93,44,99,18,51,7,0,0,3
0,8,35,30,68,61,95,92,100,100,81,67,62,34,47,0,1
100,97,64,100,35,79,29,42,74,44,82,17,43,0,0,3,5
100,100,46,92,34,67,79,82,87,75,82,43,49,17,0,0,9
35,84,63,100,92,81,65,54,32,30,0,6,48,1,100,0,2
68,94,49,100,78,88,42,61,0,37,25,16,79,8,100,0,2
0,82,35,100,78,74,71,36,48,0,27,16,34,40,100,42,7
55,100,22,88,0,72,1,53,32,41,67,32,95,19,100,0,4
85,64,85,100,39,81,71,56,98,71,100,30,64,0,0,2,9
0,67,38,84,84,100,100,95,81,71,64,48,48,23,38,0,1
64,89,96,100,88,74,63,48,100,31,91,8,46,0,0,3,3
5,75,0,46,16,5,67,0,100,34,92,75,47,100,6,77,0
13,76,0,33,40,0,92,20,100,67,63,100,18,68,29,24,0
3,68,21,100,52,87,32,51,0,22,15,4,61,0,100,14,2
0,29,21,0,63,25,100,59,100,100,52,86,13,55,2,12,0
100,100,40,83,2,51,0,16,67,9,89,38,18,32,11,0,6
100,100,55,95,23,68,2,37,0,5,47,0,53,28,6,14,6
80,76,47,100,5,72,62,64,75,72,100,29,64,0,0,2,9
40,93,0,99,50,100,100,99,82,88,64,60,55,30,55,0,7
0,91,10,57,48,30,20,0,8,34,12,79,49,100,100,91,5
18,100,22,79,0,47,28,35,94,35,98,64,100,34,91,0,4
48,100,22,79,5,58,0,37,80,39,100,42,72,21,82,0,4
19,93,9,74,100,94,25,100,1,49,0,0,93,16,46,60,8
0,81,53,71,100,100,47,100,14,69,77,76,78,42,61,0,9
17,89,0,55,65,58,69,11,11,0,10,60,31,100,100,96,5
31,94,100,100,66,96,5,79,0,50,69,37,92,10,22,0,5
16,71,44,100,64,71,40,31,0,11,23,12,66,0,100,15,2
0,69,52,60,100,77,74,100,23,89,47,69,55,36,51,0,9
77,64,100,96,45,100,35,63,34,25,0,0,0,36,48,62,8
95,100,33,81,0,42,2,0,68,5,100,45,97,86,36,73,0
13,75,44,100,52,65,32,30,0,0,0,11,50,5,100,5,2
35,100,21,73,0,46,18,30,77,30,100,53,87,27,79,0,4
100,100,66,90,26,66,0,40,4,12,62,0,80,19,10,16,6
0,93,43,100,91,87,70,44,50,0,35,5,39,44,100,53,7
100,91,58,100,20,75,0,38,11,0,56,3,61,37,20,33,6
94,100,8,82,79,46,99,4,0,0,15,41,100,72,47,96,8
75,75,36,100,6,68,62,35,100,0,0,6,31,41,93,74,8
46,92,18,64,62,40,28,0,0,9,4,63,28,100,100,98,5
0,80,36,100,81,92,49,65,86,53,100,24,57,4,6,0,3
61,80,97,90,60,100,67,80,100,58,83,24,44,4,0,0,9
24,88,58,100,56,70,30,41,0,17,12,0,56,2,100,3,2
38,84,7,59,0,17,45,0,87,30,100,71,64,100,11,88,0
26,64,22,30,55,0,97,23,100,64,74,100,23,91,0,54,0
0,40,22,53,49,64,76,79,100,100,84,73,71,38,63,0,1
63,100,43,89,15,58,10,23,50,0,100,18,63,43,0,50,6
77,100,0,87,36,41,60,0,6,19,70,56,100,97,12,90,8
45,100,9,76,40,64,100,70,76,79,53,53,25,26,0,0,4
0,51,37,61,71,79,100,100,97,80,87,53,76,25,71,0,1
0,100,54,98,91,85,71,52,62,17,74,0,100,32,42,37,7
0,79,46,100,82,84,36,59,70,49,100,21,50,0,6,15,3
0,93,64,100,100,79,54,55,23,43,86,34,74,5,10,0,3
3,100,6,83,0,51,34,29,100,29,74,50,54,32,47,0,4
0,84,42,100,59,74,42,45,10,19,1,16,55,16,100,0,2
19,65,24,100,46,81,27,45,0,12,10,1,56,0,100,4,2
0,100,52,98,100,88,56,59,41,19,60,0,41,30,92,36,7
73,100,26,72,0,43,84,37,100,56,76,65,65,33,66,0,4
100,100,57,81,24,59,0,34,0,8,47,0,65,22,14,23,6
100,66,56,100,23,73,77,34,65,0,0,24,55,58,73,77,8
51,100,11,91,0,59,34,34,96,49,100,57,62,29,34,0,4
63,100,21,81,0,51,7,19,56,0,100,17,54,33,0,19,6
15,80,0,32,35,0,80,14,100,61,71,100,24,86,13,40,0
12,58,62,79,100,100,88,85,62,64,50,42,25,21,0,0,1
75,100,42,78,13,51,0,22,40,0,100,16,88,43,22,35,6
76,97,38,71,44,34,36,0,0,24,54,52,100,82,62,100,8
42,70,54,100,85,91,63,60,32,33,0,7,47,0,100,2,2
65,94,100,100,82,83,71,67,41,50,18,33,6,17,0,0,1
46,94,100,100,64,97,17,76,22,53,70,33,56,3,0,0,5
100,100,64,97,36,70,13,41,9,11,52,0,51,17,0,15,6
10,71,44,100,67,76,52,37,24,4,0,5,49,9,100,0,2
0,77,20,100,50,86,34,51,6,23,20,7,60,4,100,0,2
0,78,44,100,68,85,66,46,80,8,100,0,38,2,1,7,1
0,78,25,100,58,77,46,37,10,12,19,24,62,9,100,0,2
0,100,53,100,100,88,84,56,61,24,42,0,18,31,56,46,7
32,92,12,66,42,29,18,0,0,24,17,78,56,100,100,97,5
0,100,15,95,1,63,33,40,100,48,94,65,93,32,90,0,4
58,100,12,77,0,59,62,60,100,77,85,59,61,30,36,0,4
100,89,62,100,47,67,91,79,94,67,91,31,63,0,0,3,9
0,83,32,100,67,93,52,59,26,29,18,5,60,0,100,3,2
0,92,28,100,67,74,70,35,48,0,5,24,45,34,100,34,7
44,85,93,100,100,92,45,81,51,68,93,36,50,0,0,17,5
99,100,41,89,4,61,0,26,42,0,100,4,75,33,16,38,6
45,85,79,100,89,78,65,54,100,33,97,8,46,0,0,10,3
4,85,39,100,83,85,57,60,59,41,100,21,62,0,0,1,3
31,100,12,74,0,46,55,42,100,51,78,59,78,29,83,0,4
28,63,25,25,51,0,85,27,100,69,72,99,30,100,0,71,0
60,100,19,81,0,44,14,7,62,0,97,27,100,66,62,86,0
20,62,15,17,58,0,99,20,100,65,69,100,23,98,0,60,0
79,89,57,100,65,89,100,91,83,62,59,36,32,13,0,0,9
46,82,65,100,69,72,39,47,0,28,12,20,56,9,100,0,2
0,63,63,33,72,0,20,9,58,42,100,74,56,100,7,71,8
0,94,56,100,100,83,88,52,64,23,43,0,19,29,63,43,7
42,100,15,73,0,45,4,17,51,0,100,16,92,43,34,39,6
23,90,43,48,38,0,5,3,0,56,23,86,60,98,100,100,5
23,79,0,46,6,5,53,0,89,29,100,71,67,100,25,83,0
30,85,68,100,54,78,60,65,100,46,85,15,38,0,0,16,3
100,72,72,100,27,81,58,65,81,64,80,23,39,0,0,14,9
84,88,39,100,3,68,0,27,41,0,91,15,100,54,84,94,0
2,72,33,100,58,79,34,46,3,15,0,2,53,0,100,10,2
87,93,59,100,21,86,6,53,69,56,100,31,59,4,0,0,5
100,54,48,62,0,75,25,100,65,90,60,59,48,30,33,0,9
64,65,100,100,41,85,67,42,64,0,0,16,20,59,81,74,8
56,84,0,66,75,70,86,100,14,84,100,73,65,37,45,0,9
0,72,33,92,73,100,69,72,48,46,30,19,55,0,100,0,2
74,100,47,82,54,43,54,4,0,0,28,31,78,55,100,89,8
100,100,75,83,43,57,20,28,31,0,77,6,48,24,0,24,6
19,100,1,79,0,57,39,46,87,51,87,41,81,19,100,0,4
100,92,58,100,39,84,24,67,15,50,9,33,0,16,0,0,1
0,69,24,100,61,94,38,37,34,0,38,4,76,2,100,7,2
99,100,64,81,25,52,6,19,55,0,100,25,60,45,0,31,6
0,85,21,100,72,84,65,43,56,0,37,1,42,28,100,28,7
76,100,59,66,89,23,9,0,0,31,80,62,100,96,2,86,8
67,100,30,90,0,57,41,40,100,53,98,67,66,34,40,0,4
55,82,53,100,100,86,81,59,38,39,78,24,54,3,0,0,3
13,88,10,56,54,29,30,0,10,35,0,79,46,99,100,100,5
90,70,53,63,0,75,45,100,100,88,86,55,53,25,8,0,9
0,50,51,73,85,100,75,67,53,36,15,8,25,2,100,0,1
9,68,29,100,65,91,45,58,13,31,0,6,51,6,100,0,2
78,100,51,83,25,52,11,20,52,0,100,22,64,46,0,37,6
67,96,100,100,43,86,17,51,67,69,91,37,52,7,0,0,5
52,87,100,100,92,95,44,77,71,51,94,22,47,0,0,5,5
98,100,36,99,0,69,30,52,89,49,100,4,42,0,9,36,5
100,100,49,86,17,59,0,28,18,0,76,6,61,29,7,17,6
13,66,24,100,54,86,33,45,0,17,17,17,58,6,100,0,2
0,74,30,100,66,87,51,51,21,21,4,0,52,1,100,7,2
91,100,26,98,49,62,100,78,100,78,99,34,62,0,0,19,9
21,61,65,78,100,100,85,83,79,57,77,30,60,6,0,0,1
77,82,48,100,31,73,100,38,85,0,0,22,61,57,97,92,8
46,73,64,100,100,89,80,57,48,26,0,0,14,14,92,11,2
55,72,53,100,100,95,86,66,73,38,88,5,42,0,0,17,3
45,99,9,100,0,75,36,56,100,63,98,49,80,25,82,0,4
41,100,0,74,9,26,49,0,93,22,100,69,61,98,10,91,0
30,84,61,100,85,79,67,54,95,39,100,14,54,0,0,10,3
0,77,27,100,54,89,33,60,11,32,16,3,58,0,100,3,2
32,59,53,100,100,95,79,46,48,0,93,19,58,55,0,63,8
23,76,52,100,100,98,79,71,63,50,82,19,49,0,0,7,3
35,100,27,71,65,36,48,0,0,19,44,52,100,83,56,95,8
23,100,0,56,8,9,58,0,98,31,100,79,55,99,17,67,0
81,100,55,92,17,61,3,26,41,0,100,14,65,44,0,60,6
28,75,42,100,87,95,68,61,87,42,100,10,51,0,0,12,3
0,91,32,100,65,97,92,76,100,38,95,0,68,25,91,35,7
0,88,40,100,68,82,56,40,39,0,29,27,58,44,100,56,7
60,89,99,83,65,100,75,80,100,48,82,11,29,0,0,33,9
65,90,73,100,86,75,72,50,100,29,79,8,38,0,0,6,3
100,100,40,84,0,45,0,0,57,17,38,50,14,52,57,27,6
20,62,39,98,44,100,37,62,41,24,0,0,30,0,100,0,1
0,94,22,100,71,94,70,51,61,0,42,9,52,32,100,20,7
23,70,51,100,74,82,51,46,20,15,0,4,50,0,100,2,2
16,86,44,100,35,59,12,25,0,4,33,3,66,1,100,0,2
0,60,24,82,84,100,100,90,73,68,43,44,18,22,14,0,1
10,67,30,37,16,3,0,0,12,36,22,73,55,94,100,100,5
49,94,1,98,44,81,59,100,92,64,100,20,55,0,0,8,9
6,66,32,98,55,100,44,62,30,26,0,0,50,5,100,7,1
0,82,26,100,51,80,43,50,24,22,12,2,57,1,100,0,2
38,90,77,100,80,76,67,55,100,35,82,8,39,0,0,14,3
83,90,39,100,29,70,86,76,100,67,99,27,59,1,0,0,9
50,100,20,75,2,46,0,17,43,0,100,10,73,32,16,24,6
65,90,24,90,0,44,19,0,67,6,100,44,91,91,44,100,0
47,93,92,100,100,96,55,84,60,57,83,25,45,5,0,0,5
82,86,0,67,38,29,96,0,25,20,65,61,100,100,18,73,8
0,91,27,100,69,83,60,42,54,0,100,22,76,44,23,49,7
32,98,12,54,24,5,71,0,100,41,91,89,43,100,0,77,0
69,98,82,55,100,100,44,82,92,72,91,46,64,0,0,0,9
0,96,41,100,61,68,47,31,31,0,12,36,46,48,100,47,7
0,94,33,100,52,83,64,65,77,47,100,30,89,13,52,0,3
0,75,24,100,64,95,57,66,96,50,100,19,64,0,22,3,3
84,100,58,83,35,55,24,26,48,0,100,15,65,35,0,24,6
94,100,100,100,94,84,82,66,65,49,41,33,18,16,0,0,1
20,98,1,64,46,35,30,0,1,24,0,71,43,95,100,100,5
100,95,75,100,42,70,0,44,42,33,85,49,83,31,85,0,4
45,98,82,100,72,57,42,22,0,0,3,2,52,4,100,6,2
48,88,82,100,100,77,67,55,99,35,93,11,47,1,0,0,3
77,99,43,77,34,36,0,0,23,34,66,68,100,100,39,78,8
100,100,55,100,13,76,0,46,12,15,64,0,78,27,26,46,6
22,62,16,24,47,0,89,14,100,52,76,86,34,100,0,78,0
70,61,65,100,15,70,72,34,87,0,0,10,23,50,100,76,8
100,83,37,70,0,84,52,100,94,82,95,55,91,27,92,0,9
44,86,76,100,74,73,55,45,100,32,100,9,49,0,0,4,3
0,89,4,47,21,0,73,2,100,45,78,89,25,100,14,54,0
100,97,50,100,12,88,6,48,37,47,78,25,50,0,0,2,5
80,88,43,100,9,70,0,31,28,0,78,11,100,46,90,85,0
100,90,60,100,18,84,70,88,89,71,66,44,37,18,0,0,9
7,57,15,93,65,100,67,63,44,27,0,0,36,11,100,11,2
0,94,50,100,94,100,73,58,60,14,43,0,50,27,100,19,7
0,79,25,100,35,66,22,30,3,0,35,1,67,4,100,11,2
9,88,49,100,64,76,21,56,72,46,100,21,59,2,0,0,3
0,82,32,100,55,67,52,21,41,0,16,36,58,47,100,48,7
55,89,23,90,0,49,18,8,73,0,100,37,83,80,32,100,0
3,97,39,100,100,79,63,39,27,0,76,7,92,33,0,35,7
29,99,8,63,0,21,36,0,79,20,100,58,76,94,29,100,0
25,67,52,100,58,92,55,46,33,7,0,0,50,2,100,3,1
59,43,100,79,64,100,22,66,55,28,12,0,0,27,67,56,8
46,96,80,100,81,76,77,60,100,36,75,12,36,0,0,6,3
15,100,11,84,0,48,61,43,100,59,71,72,49,36,35,0,4
50,70,60,100,100,97,91,61,88,47,83,15,43,0,0,7,3
0,52,21,71,53,94,88,100,85,75,79,49,76,24,100,0,1
15,91,23,65,92,46,68,0,10,14,0,63,7,97,100,100,5
0,57,17,77,73,97,100,100,73,75,57,50,43,25,43,0,1
100,99,56,100,31,65,87,73,98,90,94,48,61,13,0,0,9
34,100,0,62,71,54,76,11,16,0,10,48,22,88,100,95,5
42,79,93,100,89,96,39,78,51,43,100,33,56,3,0,0,5
100,100,72,88,52,60,34,31,32,0,75,4,51,25,0,24,6
23,100,0,71,18,44,72,46,100,70,76,60,56,31,55,0,4
35,77,44,100,100,99,71,69,80,39,90,7,33,0,0,24,3
0,81,7,96,58,100,100,100,89,75,77,50,67,25,56,0,7
0,59,3,18,39,0,78,18,100,54,90,92,49,100,17,75,0
100,95,78,100,28,72,0,39,1,4,71,0,88,32,11,41,6
54,100,0,78,47,62,63,20,13,0,18,49,40,95,100,95,5
0,52,71,71,100,100,80,64,77,26,60,5,3,3,89,0,1
95,100,59,80,27,51,11,20,48,0,100,15,57,31,0,19,6
0,87,41,100,79,83,60,43,50,2,49,0,40,32,100,36,7
71,100,44,63,0,38,57,43,100,52,82,80,66,41,60,0,4
0,96,9,97,50,100,47,64,22,32,19,0,60,5,100,19,2
84,93,20,100,22,50,44,0,0,22,54,59,100,95,27,97,8
51,100,18,73,0,34,20,0,63,2,95,31,100,72,66,90,0
90,71,100,100,25,85,10,50,80,62,99,53,64,17,0,0,9
8,72,0,99,47,99,100,100,77,77,53,53,35,27,31,0,7
100,100,62,87,21,60,0,27,31,0,93,7,87,37,32,55,6
100,89,80,100,41,91,47,63,70,38,77,9,40,0,0,4,5
26,100,0,71,41,50,97,52,100,87,81,67,67,34,59,0,4
2,74,7,43,62,33,41,0,0,3,4,50,48,79,100,100,5
0,91,45,100,87,92,61,45,30,0,22,4,40,39,100,38,7
97,95,48,100,13,67,0,25,41,0,91,16,100,56,68,91,0
55,82,95,100,98,83,64,62,91,38,100,13,49,0,0,8,3
19,68,32,100,68,79,59,39,25,10,0,4,50,4,100,0,2
0,88,49,100,98,83,75,41,45,1,63,0,100,27,37,30,7
0,88,39,100,79,89,76,62,55,36,27,15,54,3,100,0,2
100,100,77,94,47,71,23,43,14,12,50,0,42,20,0,29,6
29,94,2,59,0,17,47,0,90,25,100,66,71,100,19,98,0
39,86,78,61,100,100,33,85,83,74,83,54,75,6,0,0,9
20,100,10,69,0,38,38,23,94,30,100,60,81,30,72,0,4
21,100,48,66,83,32,48,0,36,29,86,62,100,95,0,95,8
83,100,49,77,19,49,3,20,39,0,100,12,65,31,0,26,6
0,87,39,100,61,70,47,27,36,0,11,33,55,35,100,39,7
15,46,48,82,66,100,59,48,37,7,0,2,51,0,100,6,1
79,84,17,62,100,80,67,100,0,75,88,79,70,38,36,0,9
100,88,32,100,0,64,55,31,40,0,5,30,55,66,91,98,8
100,100,60,85,25,58,0,28,13,0,71,6,46,23,15,10,6
42,100,11,71,38,34,17,0,0,26,3,79,50,90,100,85,5
49,72,64,100,100,88,78,52,43,22,0,1,40,6,90,0,2
0,39,28,50,55,65,81,85,100,100,82,69,67,35,56,0,1
0,91,26,57,52,22,8,0,4,39,4,81,41,100,100,98,5
0,87,39,100,73,81,68,38,47,0,22,35,59,52,100,64,7
38,100,18,88,0,61,15,37,52,35,90,38,100,26,91,0,4
8,66,17,27,49,0,89,23,100,63,75,97,25,100,0,67,0
43,82,21,51,35,15,0,0,8,32,30,66,64,85,100,100,5
0,91,51,96,88,100,67,55,64,7,47,0,48,19,100,24,7
58,85,100,100,87,94,52,72,59,43,85,27,47,2,0,0,5
100,70,49,55,15,73,53,100,93,85,80,46,48,14,0,0,9
7,87,54,100,100,88,69,66,87,37,99,6,51,0,0,8,3
100,89,36,100,19,78,87,80,74,71,100,35,69,8,0,0,9
38,92,96,100,65,92,30,63,65,48,100,24,58,0,0,5,5
0,39,2,62,11,5,63,0,100,43,89,99,36,100,0,57,0
64,99,23,76,61,60,57,21,0,0,9,50,38,94,100,100,5
20,73,0,43,22,0,73,12,100,54,94,100,43,96,11,58,0
0,90,33,100,48,60,50,16,39,0,15,26,58,34,100,42,7
13,96,0,58,16,17,63,0,100,27,94,68,60,100,17,89,0
39,82,68,100,100,86,72,61,91,44,83,15,41,0,0,14,3
100,96,47,92,36,58,58,20,17,0,0,33,27,69,65,100,8
10,100,16,77,0,39,37,18,94,22,100,50,99,39,93,0,4
86,100,35,77,8,51,0,23,35,0,100,15,84,42,22,58,6
0,67,35,98,88,100,64,65,49,39,100,22,63,0,8,1,3
15,100,28,93,0,62,13,37,82,33,100,64,91,31,89,0,4
54,57,70,100,0,83,37,41,90,0,19,0,36,45,100,82,8
0,69,51,82,100,100,95,84,78,63,62,42,51,21,46,0,1
2,96,53,100,100,91,67,71,55,49,79,24,46,6,0,0,3
0,65,42,81,88,100,100,91,85,68,67,46,50,23,42,0,1
31,95,24,52,49,23,14,0,0,40,19,78,56,99,100,100,5
49,100,54,67,95,32,47,0,4,11,0,58,31,94,100,94,5
27,100,0,74,40,54,100,59,84,91,57,64,43,32,33,0,4
46,90,70,87,16,80,0,94,54,100,100,82,94,39,70,0,9
31,69,49,100,60,70,34,36,0,13,29,21,65,0,100,16,2
80,100,28,96,0,63,3,26,45,0,100,5,57,24,1,12,6
46,85,36,68,84,79,42,100,79,65,100,23,53,0,0,8,9
32,66,87,42,73,0,0,7,37,43,100,72,92,100,30,76,8
0,59,20,79,100,100,100,90,60,67,33,44,7,22,33,0,1
33,78,67,100,68,67,36,40,0,17,27,1,72,0,100,2,2
100,67,75,100,0,95,17,64,92,72,100,69,92,33,56,0,9
20,86,0,73,82,85,35,100,19,45,30,0,100,33,24,54,8
0,66,2,93,50,100,100,98,78,72,55,47,38,19,39,0,7
77,99,0,73,100,100,12,84,6,48,12,0,99,39,16,51,8
69,70,61,100,2,84,23,41,48,0,0,23,43,59,100,84,8
0,91,40,100,85,91,73,46,62,0,38,3,49,32,100,35,7
0,86,28,100,59,93,57,66,38,40,34,13,66,4,100,0,2
2,96,63,100,60,81,54,62,73,43,100,26,62,10,0,0,3
52,100,0,36,36,0,100,52,40,73,15,45,65,60,5,2,0
51,78,81,100,86,65,53,31,10,8,0,19,50,10,100,0,2
58,100,30,90,0,63,37,46,90,38,100,56,80,27,70,0,4
52,83,74,100,74,63,54,28,17,0,0,16,50,22,100,5,2
48,100,46,97,12,66,0,43,61,40,86,66,88,34,100,0,4
0,0,36,14,65,34,89,57,100,83,73,100,37,89,68,73,9
5,97,9,61,37,25,0,0,7,32,56,64,100,96,37,100,8
21,67,27,49,39,21,0,0,12,28,26,59,48,88,100,100,5
0,95,45,100,60,64,43,20,23,0,5,39,52,40,100,36,7
0,92,35,100,80,99,70,53,55,0,35,13,56,31,100,32,7
6,74,37,100,66,91,54,53,27,21,0,0,53,0,100,3,2
83,100,41,98,7,63,0,23,47,0,100,18,58,39,11,15,6
13,68,15,30,42,0,86,19,100,56,84,90,33,100,0,73,0
0,70,62,70,95,100,21,88,45,72,100,76,80,39,67,0,9
100,98,71,100,49,99,47,70,75,55,56,32,28,15,0,0,5
100,99,69,100,28,73,0,40,8,4,63,0,72,34,15,37,6
27,73,15,37,41,0,81,7,100,50,78,92,37,100,0,77,0
100,77,77,100,29,86,0,57,3,24,39,0,56,21,11,39,6
44,92,100,100,57,98,11,79,28,60,74,42,51,14,0,0,5
27,100,6,95,0,42,30,0,79,4,100,51,74,96,24,98,0
91,67,83,100,25,86,24,43,41,0,0,6,36,33,100,36,8
7,79,36,100,54,78,30,49,0,24,9,6,55,3,100,0,2
28,100,5,70,0,27,44,0,98,23,100,64,65,100,19,89,0
100,100,48,81,14,53,0,24,35,0,97,12,43,29,4,16,6
0,70,60,69,82,100,3,83,48,70,100,78,76,39,64,0,9
0,87,53,100,87,71,73,32,38,0,2,26,35,47,100,53,7
100,100,52,86,74,68,96,94,100,59,95,23,54,0,0,0,9
93,93,44,100,26,73,53,51,100,46,86,12,38,0,0,13,5
0,92,31,97,96,100,100,74,72,37,57,0,18,33,73,37,7
100,72,74,100,35,73,65,53,84,65,90,25,55,0,0,2,9
36,100,60,100,57,68,33,41,0,20,12,8,56,6,100,0,2
66,100,18,75,36,35,27,0,0,28,48,60,100,91,39,98,8
29,91,14,57,66,39,30,0,0,19,3,72,39,97,100,100,5
0,100,58,97,80,76,52,40,41,0,4,25,32,39,100,42,7
86,100,0,95,32,56,100,22,30,0,5,36,80,68,52,99,8
80,94,33,100,47,57,96,85,87,92,100,44,76,0,0,19,9
63,100,33,73,0,46,41,42,100,44,72,65,64,32,49,0,4
44,66,67,100,80,62,47,25,5,0,0,3,50,4,100,7,2
16,78,0,100,76,92,100,78,77,35,74,0,98,32,27,38,7
32,75,6,48,0,16,34,0,79,11,100,39,99,70,82,100,0
56,68,100,95,46,100,0,74,48,70,99,62,74,30,40,0,9
94,95,42,100,35,71,86,84,100,66,100,25,55,2,0,0,9
72,100,100,91,72,76,56,60,39,45,22,30,0,15,0,0,1
0,79,32,100,54,77,42,43,19,14,15,0,56,10,100,11,2
25,81,47,100,48,55,27,17,0,3,32,21,65,2,100,0,2
22,100,69,97,73,61,56,25,32,0,0,30,46,39,100,40,7
47,100,12,70,0,41,65,43,100,49,51,69,49,33,50,0,4
25,100,12,88,0,47,51,31,89,62,100,83,85,42,77,0,4
100,78,64,100,44,72,52,35,44,0,0,2,18,36,67,56,8
44,86,14,77,0,34,28,1,70,0,100,33,85,76,48,100,0
50,83,26,62,58,100,14,60,2,30,50,0,100,51,0,34,8
0,82,35,100,58,85,42,57,21,29,15,0,58,2,100,11,2
20,77,54,100,100,94,81,64,79,44,94,15,48,0,0,14,3
42,90,78,100,100,84,72,63,90,39,83,15,42,0,0,12,3
0,93,32,99,81,100,100,92,84,69,70,46,60,23,59,0,7
0,80,53,100,100,77,70,38,32,2,9,0,19,27,89,34,7
53,97,31,66,44,20,9,0,0,41,54,67,100,95,37,100,8
45,79,73,100,83,83,89,55,100,27,76,4,38,0,0,5,3
0,50,42,71,81,95,100,100,74,75,52,50,39,25,39,0,1
36,72,47,100,78,76,55,38,17,8,0,5,50,13,100,0,2
14,99,8,54,73,46,44,0,0,17,1,81,44,99,100,100,5
98,100,50,83,14,53,0,20,46,0,100,16,70,43,18,38,6
100,100,58,86,27,66,7,43,0,18,34,0,72,14,43,29,6
0,60,17,92,25,100,29,63,34,26,15,0,55,3,100,5,1
29,100,22,63,68,33,24,0,0,24,1,72,40,92,100,94,5
100,100,60,90,32,70,11,48,0,23,16,0,44,12,8,6,6
51,100,85,98,100,80,67,67,59,43,67,17,37,1,0,0,3
6,43,16,2,68,0,100,35,81,75,38,100,7,63,0,22,0
33,78,66,100,91,86,64,60,100,42,82,10,41,0,0,7,3
48,76,62,100,93,79,67,39,28,8,0,12,51,16,100,0,2
31,100,2,56,12,3,60,0,100,35,91,85,42,90,0,60,0
90,100,54,100,55,76,94,97,97,61,100,23,57,0,0,2,9
